balance_id|date_id|account_id|currency_id|opening_balance|closing_balance|average_balance
6869|1434|19|1|693941.93|649512.26|443291.825
67250|292|89|1|163329.58|682685.17|638479.105
15276|519|85|2|300778.42|515519.8|586171.0
1226|519|91|1|740182.54|651001.35|944386.535
47438|1683|81|1|958023.41|431091.46|293613.365
89522|491|25|1|520378.16|384346.57|274244.25
22041|1521|29|1|394360.33|821796.3|572263.005
77512|1394|17|1|22880.19|616012.93|493912.58
28180|360|98|2|786861.31|257990.39|498407.915
81359|121|11|3|609870.0|106620.56|416472.165
88875|1081|34|1|38137.99|400197.92|552879.68
70809|296|32|3|813101.32|740501.95|935591.185
71389|903|69|3|457472.2|897762.46|514112.48
37038|600|13|2|89848.2|44991.8|495682.255
11513|405|18|1|598994.18|387819.18|487102.75
11890|180|18|3|354093.47|672857.55|312454.685
38346|582|98|3|674152.82|875601.84|317029.27
95274|1749|92|1|93088.14|869555.63|706870.975
9403|996|47|2|903268.27|738552.23|202317.575
40721|544|87|1|711332.46|247767.5|146705.685
29644|1653|99|1|778616.46|415262.04|389258.175
75682|674|49|3|747601.9|941430.13|252162.135
63180|650|50|1|425861.47|360086.11|502627.12
1723|13|97|2|315094.7|638104.04|413781.19
63361|47|36|3|305067.25|429827.47|753263.51
33389|459|38|2|7537.0|140552.37|632228.845
28238|1535|75|3|530549.35|500986.73|425004.72
50557|800|70|1|890516.73|322512.6|484605.07
18704|332|99|2|156940.83|448513.39|693649.11
65884|320|79|3|842230.75|727550.62|184568.705
34514|1295|5|1|238426.76|20513.22|603252.02
93558|1051|47|1|273663.58|425283.01|310954.885
7543|1164|51|3|391156.81|423848.15|856973.565
74858|1553|43|2|485426.59|770610.75|114693.04
37707|1218|10|1|91514.15|971551.48|164373.32
99012|1006|44|2|617596.73|94344.49|417275.345
45219|1307|100|3|677811.38|291243.89|786110.895
93246|1623|17|2|944082.86|505163.36|439545.22
27971|1200|32|2|832124.33|580448.14|603381.765
40640|391|86|1|697025.87|816504.69|365978.91
84935|745|92|1|66998.61|468649.28|331783.265
10258|1453|1|3|147629.7|580399.92|433889.325
27936|676|10|1|808476.3|573554.3|684958.3
91778|1296|53|2|226315.65|585277.79|468511.55
5660|189|45|1|914925.58|422906.93|545251.67
44227|1424|63|1|218189.19|386082.21|296820.175
21335|629|42|2|229505.15|680615.28|683847.505
64862|902|43|2|74355.75|775286.64|350913.995
88385|1134|74|2|472134.72|998687.89|332633.585
75910|875|86|1|664526.71|486431.43|446730.29
87250|760|14|3|529139.42|409196.82|538875.675
23934|160|67|1|404387.41|48138.58|548525.575
79569|1269|3|3|249657.34|938119.57|320352.225
95751|14|59|3|671605.66|953686.08|508738.74
80548|581|65|2|528801.39|729081.11|554786.985
9680|878|81|1|163933.12|917700.97|379240.66
55451|605|58|3|307421.06|927100.35|419379.51
79185|1179|38|3|261815.19|2608.91|566812.395
80206|165|23|1|599421.41|212172.36|264676.615
82869|1567|49|1|747304.82|198056.27|484838.665
20033|1821|37|1|669271.19|377764.57|302969.925
69957|1119|6|2|457376.31|857105.52|458874.535
98547|545|41|1|960673.15|971634.71|584442.93
82333|1186|89|2|42941.92|948510.17|442135.06
2277|889|49|3|482692.33|384191.86|424037.63
6821|161|95|2|32666.84|470919.47|594277.62
79878|1800|1|2|1368.59|363166.05|577030.825
20188|1078|32|3|242688.22|875135.4|531963.98
53684|1498|71|3|388678.32|893444.95|187107.335
20208|713|40|1|378263.91|511302.98|741934.45
36337|1281|73|1|601924.19|269584.73|523664.56
76699|1155|86|2|898568.02|757883.79|164431.29
64114|582|36|2|109701.86|376844.11|448665.59
96800|555|80|1|551180.22|78386.81|606062.43
58512|268|93|1|47524.91|102955.2|749903.075
35129|1820|89|2|320061.33|741965.55|211159.625
16620|1529|44|3|292070.21|572428.33|485893.605
58873|359|95|3|532147.98|329540.05|421373.69
28269|837|78|1|280056.6|790778.71|725585.57
43175|671|47|2|478128.57|973568.69|625581.885
663|403|94|2|416241.8|101472.88|272277.525
18557|156|77|2|111554.25|932975.86|595780.285
67550|197|62|2|527687.17|435152.36|211150.575
41470|397|16|3|723094.42|993759.58|897765.07
14491|199|51|2|690688.48|278306.44|72441.41
84455|199|65|1|127248.94|508652.11|683789.595
56004|650|46|2|866887.95|835411.54|138845.32
74942|1716|8|1|879971.05|931852.15|610495.035
82602|858|13|1|326422.6|679024.53|462035.89
95972|1259|20|3|130915.69|804150.89|282516.9
91994|63|47|1|46951.13|925529.75|381978.545
9579|326|45|3|10387.52|993364.82|505004.195
83327|74|78|1|54898.57|256153.25|318833.575
61061|1313|54|2|354431.21|276859.03|181255.14
71474|5|97|1|186074.51|931803.34|451762.22
3944|1098|100|1|74280.13|65447.09|794410.59
45756|337|69|2|13318.45|374893.99|388220.48
1308|1039|94|2|163072.01|437787.0|183896.07
2039|576|8|1|854242.44|196422.78|599961.73
67243|742|49|2|321798.4|702104.06|154005.175
54909|510|35|2|757860.87|575325.36|828899.175
75452|1090|90|3|183025.43|933506.88|490566.555
73750|164|46|3|410201.66|309641.46|849712.53
3274|1361|98|2|193125.54|254421.98|712990.795
54386|600|23|2|83301.04|678954.74|675997.29
59854|107|29|2|274126.58|395200.05|433461.68
10591|501|8|2|279808.63|276697.81|410434.41
20546|323|48|1|606777.43|186429.99|478144.705
82335|1389|52|1|221364.41|85554.69|293485.71
48964|1265|89|3|620087.77|125645.22|716764.145
67969|1000|95|1|338318.88|953432.44|21828.77
43015|60|46|3|549311.51|459092.78|706729.995
88604|1299|19|1|824492.34|83906.93|158993.045
98316|334|55|2|574271.85|79541.63|659567.875
29628|215|10|2|379773.63|320342.35|665539.445
71135|839|56|3|586883.74|366683.32|751185.735
78091|1457|19|2|500043.08|55093.03|374928.83
27365|1289|86|2|502668.73|949104.37|540787.07
49030|1646|26|1|973277.77|965854.65|391101.355
46394|1119|30|2|771255.8|556713.13|303203.345
59617|454|17|2|359321.82|296880.84|365248.835
60884|1239|23|3|932551.12|548249.8|835527.585
36627|68|58|3|890524.44|850410.7|414758.955
35251|1802|83|3|728779.29|318651.48|413537.765
87403|214|91|2|981764.64|208098.31|440537.4
72251|1562|32|2|573681.92|572944.24|404654.5
58789|72|96|3|3190.2|908187.41|405618.68
23769|670|33|1|40961.56|842740.65|266085.69
56247|1203|91|3|555293.29|350122.82|695878.145
92814|94|43|3|268790.91|312624.78|917525.49
57289|27|23|3|475068.2|607600.07|541098.545
19189|926|72|3|57864.15|295917.69|249403.28
99888|1753|61|2|199515.35|243289.54|504789.03
49851|842|36|3|594037.64|618656.03|346305.85
83510|1342|47|3|656130.11|637289.53|175474.14
91878|1086|30|2|977053.87|858640.44|397912.035
58696|925|43|1|935855.09|882659.96|363972.82
37175|891|57|2|844345.53|315882.7|204302.89
52953|1561|9|2|493345.07|94935.61|521195.08
20713|489|22|1|115572.79|688353.79|723309.575
88510|851|18|2|781260.95|222270.72|498334.5
92226|1667|7|2|1785.06|901990.14|695994.78
8310|1503|70|1|507570.1|64640.83|205190.81
22815|882|30|1|265704.41|636163.25|667535.995
4238|1805|48|2|657263.47|265250.67|602218.055
35148|788|65|1|609699.36|316660.33|597289.7
56947|992|86|2|871773.36|810283.23|568036.055
34706|1813|66|1|274802.08|624014.67|573918.54
68110|1488|65|2|470082.53|3949.28|614153.26
39918|873|22|2|728734.24|613929.24|435907.375
41742|1073|54|3|87262.4|564950.34|205633.66
48943|1245|92|1|44966.51|408506.21|828246.935
1342|183|97|3|949920.78|92217.83|622182.71
71518|1813|4|2|329924.91|980617.78|378493.075
42466|865|79|2|660929.41|991004.21|89032.61
97246|1634|27|2|153383.19|905754.39|674150.06
40167|1553|16|3|456569.62|591351.63|906547.96
14385|1488|42|3|671849.9|491444.59|785012.52
51948|17|59|1|769868.8|867409.98|157779.055
58993|52|88|1|623188.51|590183.6|855565.59
65717|76|78|2|567692.55|363852.72|756910.365
62434|1450|16|1|124238.89|274699.05|904517.555
54103|1254|31|3|888803.11|303550.24|196809.225
60534|28|70|1|437061.96|302076.61|565864.605
1631|218|38|2|380916.28|20548.73|259707.015
82043|1159|85|2|918247.93|226376.74|600092.235
86005|1555|19|1|460428.83|799597.85|388387.44
93356|1753|24|3|124210.82|465018.57|344503.475
8158|1654|28|3|793246.44|505587.33|431853.1
22274|1431|26|1|296595.85|926001.57|238622.255
98865|918|49|3|366935.63|929892.07|881174.45
70562|689|73|1|508519.43|730521.64|817328.215
97921|1458|67|1|722491.46|934400.69|340860.85
85210|1390|68|1|121729.28|281467.6|553113.375
78020|892|14|3|978538.63|855201.87|546614.245
93904|1538|67|2|142319.83|291371.99|233285.925
92177|960|10|1|74601.66|626655.31|143945.545
32854|713|48|3|511407.21|425123.09|778638.99
29984|800|99|3|829347.7|378342.58|671545.325
92050|1021|48|3|509238.11|704172.75|464906.575
92907|42|98|3|323413.63|226871.15|854036.27
36387|1119|9|2|280722.65|516426.56|357838.61
3153|1821|95|2|166492.25|683989.48|480782.675
82477|216|61|3|112233.59|306377.3|810795.24
2860|1552|7|1|582682.6|883535.1|461994.905
79681|1324|100|1|747629.56|738390.55|721860.95
52934|9|1|1|687306.35|496521.9|325135.185
79319|948|83|1|511960.79|461421.85|548199.64
13105|576|99|3|152128.62|736940.79|286669.505
36831|1784|53|2|861045.94|319464.99|389461.825
16610|1402|12|3|156496.66|422927.8|587478.47
78985|469|31|2|721541.55|127061.87|882329.255
74233|275|11|1|974716.2|275459.91|58431.825
87616|711|50|3|130133.09|351010.85|369627.92
60619|1059|52|2|145005.62|47540.75|897927.13
66082|310|80|2|678720.61|468781.03|506201.69
18252|1492|9|3|668389.65|711741.39|235176.07
84406|998|15|3|219510.01|363177.32|428488.68
49806|619|5|1|85686.99|478918.55|638977.47
56463|208|17|1|963072.69|793178.2|831632.035
26966|186|87|2|521868.93|775687.28|342512.71
2704|217|80|2|975290.49|664302.29|769880.09
54907|1661|24|1|838149.77|469342.78|621658.43
84858|700|18|2|540660.25|65767.6|576751.515
38264|1607|16|3|375251.83|432969.28|429292.715
11611|1657|30|3|860844.72|605994.77|907424.7
54372|549|98|1|889387.86|417315.2|603126.09
76163|773|73|3|867456.22|770570.0|922090.67
30946|1461|76|2|652353.28|353431.36|638070.255
31859|318|95|3|579975.01|989068.4|514237.66
23432|1731|86|3|493556.53|175058.74|423633.75
2251|1292|17|2|62432.18|101771.76|424431.105
7197|969|63|1|179945.46|435067.96|177112.645
53542|302|63|2|61397.25|23096.37|510390.145
98943|1750|35|1|381959.06|223085.94|675948.595
89178|794|17|1|180339.46|692901.39|379190.8
21294|1619|95|3|137097.17|724593.44|529292.065
76085|1641|5|1|291811.29|2784.59|494896.635
74839|1620|85|2|219271.89|967834.92|751390.205
20306|1605|96|3|685623.6|80724.1|351493.31
16713|1165|54|3|717339.76|471161.37|740650.95
73937|1792|57|2|265854.84|617375.13|823188.34
13488|1227|63|3|303912.6|142322.27|468520.305
89188|1147|86|2|185016.19|242968.82|462078.925
34863|936|28|2|827918.65|146309.01|598242.585
44752|251|49|1|454034.38|745907.2|303898.425
67645|1001|63|1|194045.89|364696.26|262856.585
83379|1295|75|1|825278.77|895977.7|800792.01
54243|1718|67|1|901376.04|678571.55|209354.195
92418|1055|78|3|85999.62|203997.94|797763.935
90906|704|72|3|375166.65|248432.13|572801.895
46495|485|2|3|585462.18|912202.92|383762.52
60141|1779|23|3|138560.76|292370.01|765328.885
32625|894|24|1|147008.07|388487.1|648506.43
42454|1120|21|1|359535.67|462092.91|416674.125
26397|1209|1|3|68415.37|323370.0|368672.645
69755|303|17|1|552950.85|769906.87|398041.515
77226|1169|74|3|760747.22|729075.68|565515.165
38843|54|3|3|531833.03|119071.09|740074.05
98167|1140|57|1|682254.72|891187.97|434129.83
14079|107|62|2|60181.6|306101.94|293322.495
43139|843|27|3|280639.4|12719.94|235519.81
78824|978|40|3|118439.25|916539.33|386534.31
25501|605|72|2|45540.99|586370.62|348434.855
96574|751|11|2|412145.33|514957.33|161937.775
6807|251|42|3|93247.88|608915.09|370097.115
93733|922|70|1|823408.65|590217.59|685141.0
49341|732|89|2|57664.6|576149.64|855195.14
71856|438|74|2|593142.42|894333.43|318422.705
66886|511|31|1|948560.28|716756.76|615943.345
69956|1515|41|2|849965.2|158812.12|434645.93
82655|1363|26|1|334678.28|728810.87|459114.115
99510|586|59|3|872253.03|234258.9|451845.2
57357|1184|21|2|30281.06|823771.66|246952.91
83439|141|14|3|337706.12|967119.85|717217.725
52946|1181|10|2|339588.18|61976.91|544693.71
34592|962|29|1|696340.84|132684.92|510348.03
15734|1052|22|2|348656.72|323816.28|89507.4
49|1092|35|2|945357.32|494023.29|821724.815
91466|221|10|1|974139.0|353463.77|648814.655
94213|1684|32|1|819287.02|288948.62|370305.045
65388|1141|30|3|921265.44|949132.65|479907.355
14602|687|90|1|456131.94|675921.0|382497.02
71099|1264|81|3|69188.45|900137.2|549146.13
45410|1143|58|2|35491.75|866296.63|331672.3
33162|50|25|2|980025.26|818054.76|97653.29
7574|1566|86|2|682216.25|134984.48|572565.1
59753|251|30|3|954417.65|97148.72|562131.295
10232|1285|26|1|460109.04|140819.23|226908.655
17135|1438|93|3|23123.37|518005.52|561428.935
77570|1634|22|2|433733.13|196802.46|627742.07
46010|100|76|1|887566.38|422986.56|586757.385
14955|36|64|1|136056.94|167447.98|539603.165
55385|1262|44|1|334694.12|113146.25|478438.93
89740|678|49|2|851757.61|970214.97|573756.485
45946|148|81|3|864694.87|649635.55|131292.095
10326|1674|65|3|315406.45|62099.19|309187.62
9482|893|44|3|402480.4|747192.43|355065.395
69749|1344|1|2|736131.65|329137.55|605494.91
77957|608|73|1|334496.97|408442.69|503770.33
74461|1183|29|3|249767.33|259008.68|392504.26
41898|1097|67|1|469335.39|990681.34|619039.615
90828|1457|78|3|665713.4|646361.96|638873.87
31948|536|30|2|349474.7|673468.04|460984.8
66239|1289|25|2|438331.14|243648.99|806789.76
58399|646|13|3|71118.54|893159.85|258025.755
79765|241|38|2|52962.4|442102.59|585597.335
10075|1600|12|3|891110.38|672514.67|138765.07
48027|233|4|3|651684.1|270313.13|337388.015
41505|1441|39|3|327080.78|763907.93|661505.815
39311|1461|23|1|92193.91|878760.4|612595.04
6207|611|45|2|495175.69|914913.34|523753.865
30324|1397|25|1|470908.04|557135.44|516304.31
64803|660|45|1|755833.99|461138.21|379080.78
60187|1037|90|1|402082.19|57016.98|164758.775
99055|324|34|1|384220.4|631507.44|854744.655
71657|766|51|2|523273.9|150364.17|361623.92
45990|885|93|2|529893.3|126497.45|518833.215
28057|1150|59|3|814861.27|889425.41|369843.3
84412|960|39|1|629744.23|694405.37|256958.66
7151|1528|24|1|191764.87|936359.55|627103.535
37510|549|75|1|176854.09|261715.04|569772.02
78147|1142|76|1|629730.87|428384.06|477498.59
86537|1542|28|1|344368.56|727524.5|356420.765
96019|1710|14|3|433895.39|793666.02|538901.075
23944|825|78|1|853511.99|160640.31|136499.49
74345|853|18|2|53046.14|383853.67|524425.98
3525|1544|48|2|809407.38|332598.8|718940.62
87116|887|75|2|242436.73|564877.29|600757.185
54409|706|40|2|440925.37|973098.0|521505.1
78337|967|3|3|984873.4|642494.46|478168.475
82324|1429|45|1|729700.73|143270.17|663357.46
15193|1005|66|2|779853.98|851921.08|588673.16
53577|1411|5|2|197180.61|925925.17|340884.485
3727|307|24|2|176648.08|63496.43|677104.74
6403|363|42|2|937152.85|717011.25|518281.91
76538|1345|70|2|637959.01|40563.13|224906.63
35222|1283|85|1|537677.01|627218.95|592299.345
37848|1265|23|3|913637.52|356021.76|374403.585
1078|1491|71|1|227606.93|489038.67|569779.255
21066|904|86|2|792131.5|650266.92|520636.7
15703|399|28|3|755649.87|538176.54|753516.655
22890|1444|78|3|495569.13|764578.73|319355.37
83087|51|42|1|889394.64|140474.75|189671.325
75280|659|49|3|362130.86|413220.8|628350.175
301|35|22|1|839359.55|225640.05|618626.36
66072|412|30|1|724429.99|742941.13|827821.325
53565|739|42|3|568475.35|642768.13|433788.13
18884|611|46|3|949403.76|913132.92|199434.085
64041|402|49|3|929632.8|435295.36|502103.445
39002|1190|63|3|173403.52|298310.35|718149.27
3282|1563|51|1|874448.83|438698.73|353149.465
31255|726|11|2|410010.83|928737.6|629986.8
4428|1810|18|1|198323.85|280747.44|253814.635
88901|214|21|1|676953.27|620622.53|511307.385
12650|976|77|3|943058.87|230169.01|285500.705
23608|1270|81|3|189507.12|87053.09|55607.355
80581|1528|90|3|514870.88|501842.63|418826.485
20572|1541|89|1|774304.5|375895.75|792169.135
60453|1368|99|2|275069.61|341613.77|727056.515
37166|1108|83|2|101607.55|400386.16|476197.715
3622|658|3|1|360779.43|744176.53|224811.05
56835|769|13|3|530184.57|327004.6|356231.28
53204|1712|70|2|359329.32|548773.31|571147.26
62528|1800|17|2|490336.53|39645.85|571101.54
74102|1266|95|1|323775.31|841991.23|576538.915
74822|223|46|1|757417.11|4396.72|459471.875
10546|949|27|1|152627.56|484540.85|392297.21
82664|936|51|1|370911.98|810478.04|753102.89
80926|739|83|3|852121.6|76037.93|798581.26
14509|1466|77|2|864970.62|816666.09|554131.5
70262|1047|22|3|361170.82|513255.34|870084.69
22645|16|55|3|530129.55|618582.7|480777.1
90910|1567|42|1|283164.15|382552.35|563644.805
39139|256|23|2|872864.87|542033.15|432906.99
24512|853|98|1|357419.25|598683.76|322866.665
22110|1344|93|3|332774.85|500414.83|474387.005
90743|1242|55|3|447268.34|759280.86|681701.76
86307|361|3|2|751778.23|299769.73|187039.195
38263|1548|49|1|398696.42|795583.01|315227.405
20847|744|33|1|857293.11|908454.39|774156.56
14972|339|26|1|467192.77|736690.45|642905.925
21036|972|16|2|604651.9|596056.24|206448.02
82457|1774|74|3|105889.22|985586.26|438677.565
97543|618|73|3|906524.77|480850.47|794836.95
3440|746|71|3|533966.14|357233.75|365416.925
88185|1381|54|3|135969.43|767456.24|360707.54
72978|1383|74|2|943446.84|924906.42|555262.415
19771|876|45|3|821578.26|936563.41|615708.62
20506|1496|40|1|78195.33|913629.89|163063.81
46706|1488|89|2|320622.13|599577.62|408545.03
42138|639|22|2|763687.55|175026.91|607580.54
3045|1355|49|1|727793.49|89501.09|406301.045
42971|791|78|2|920026.25|5053.73|306517.12
90525|1092|77|1|492297.2|813218.05|715851.9
66527|761|3|3|830521.89|651573.47|641355.265
19286|1033|1|2|806931.64|742313.57|431685.33
5552|1563|70|3|481718.97|675090.48|709123.49
31110|1396|56|2|304347.7|212224.47|513033.115
99147|1152|85|3|547353.36|330568.8|613965.905
65838|1459|39|2|723729.67|902216.69|448443.1
47682|874|79|2|88965.4|653887.94|248978.015
87312|1206|66|1|838518.48|858669.24|940840.295
11203|150|45|1|289802.15|548427.87|776396.29
48497|1182|46|2|950128.85|925367.51|865129.05
18783|1251|13|3|496229.07|571076.77|493661.56
61007|1309|4|2|489893.69|687888.58|745675.79
86534|1455|62|1|245101.32|109556.71|657837.565
52905|1166|87|3|506480.91|140802.22|838385.03
8345|1790|40|3|71440.34|367808.92|473522.535
85931|826|43|2|427711.84|40495.05|506670.37
89391|463|12|2|835214.03|281066.03|358647.68
41345|605|21|1|878141.33|507211.32|457638.465
55397|718|80|2|458498.93|159347.76|24273.755
35656|1019|55|3|111662.46|183615.37|971555.465
44534|155|36|1|797674.46|134305.0|283965.0
92169|558|31|3|785978.91|524927.22|367794.095
17565|988|38|1|317518.94|277991.51|671016.81
95877|1647|25|3|228324.13|794541.63|295063.59
62030|706|95|1|449945.62|6062.41|858294.55
98675|1552|78|1|294749.4|418302.42|764259.11
76022|1149|82|3|939583.85|780941.41|305885.615
62549|674|11|2|100032.43|296408.18|709515.505
93947|542|18|3|868662.62|853603.7|445365.28
24834|1826|67|3|767911.92|737237.22|626849.41
83574|1540|15|3|81597.46|505938.77|537684.875
97439|973|18|2|452491.94|710866.18|438122.355
40077|1084|77|1|171853.41|762235.82|639079.11
96622|692|25|2|257947.46|406155.42|734702.42
78267|1796|45|1|926450.8|320954.4|182092.0
22671|130|66|1|924910.4|350329.94|300006.85
113|143|53|3|919295.8|825060.89|309670.765
5313|272|72|1|220691.58|865667.58|515264.205
66153|328|44|1|850864.73|565706.38|326013.115
79911|382|23|1|458301.95|961048.14|771687.315
58183|1590|48|2|44206.57|935522.37|546930.025
39483|1484|31|3|307465.55|483863.64|206774.02
1765|197|35|2|566186.88|647948.26|239460.53
39131|597|18|2|314312.96|79046.03|166008.675
44230|1231|89|3|171859.0|875486.25|955991.94
82233|962|58|2|288994.6|276244.43|635169.56
70374|1403|67|1|119559.47|545508.95|797754.905
44456|944|73|1|66636.26|948770.86|205378.21
94368|1406|77|2|196586.39|549382.53|208000.42
65808|1346|30|2|640757.85|570550.2|729349.505
93819|1404|65|1|594599.99|466227.35|487864.57
3596|415|11|2|97847.67|564413.62|635880.91
51983|310|70|1|108967.27|243148.49|664783.19
46701|19|12|2|252995.35|316662.95|346739.615
57001|1705|44|2|119726.18|450913.4|550014.085
88383|864|98|2|862466.43|464922.89|435575.375
82816|118|57|3|145774.43|472818.73|922202.97
32573|590|94|3|397932.68|140589.56|718599.405
93664|302|26|1|173015.39|86186.06|306791.095
27891|1047|47|3|415015.24|34041.2|168831.545
32227|1726|14|2|136700.22|71408.36|366267.335
78295|1802|34|2|679303.41|284157.77|335313.695
10305|98|46|3|622288.96|717940.73|763053.675
1175|1672|56|1|132418.68|364567.42|327187.645
75061|1471|83|2|952877.03|647260.05|634985.085
55501|668|56|3|276185.08|881438.57|284178.39
1167|1139|32|3|229898.89|776211.6|68404.26
26509|139|87|3|531128.15|736811.07|578917.9
99869|1367|79|1|781207.8|109998.15|602232.545
56164|36|48|3|358010.06|759486.81|512807.185
34877|1|73|2|443.55|389067.86|688890.475
21774|1680|18|2|284184.96|115931.6|515033.17
82695|519|19|1|476167.99|581317.27|636217.93
62228|738|74|2|947163.89|937691.02|218485.725
52763|783|86|2|685453.49|350713.73|485870.8
24880|305|60|2|819484.69|764764.59|736563.24
79699|635|16|1|627431.62|242597.29|884910.605
82575|955|32|2|427458.7|237086.87|577502.805
64743|582|20|3|312059.74|613332.82|232186.42
32152|1698|90|3|177941.83|386517.61|850082.73
71520|1733|36|2|734549.53|754684.62|189481.94
2898|734|52|1|939270.5|356173.14|415825.845
37200|1055|4|2|556700.44|981135.33|277056.84
17756|957|51|2|635285.91|271005.9|506458.195
2268|380|15|2|385387.97|18525.81|862393.47
94513|1506|80|3|901048.4|631493.93|449068.94
94993|1486|28|1|635204.46|110297.36|795385.345
21185|479|77|3|877101.52|598228.21|380834.865
52791|398|34|1|459303.35|351601.68|458774.415
22899|812|26|2|526579.44|750210.41|339851.7
43176|956|99|1|459884.98|13489.32|468968.185
99641|504|78|3|135330.82|919221.43|266479.16
67089|1375|40|2|861425.72|992784.42|238810.53
63090|210|90|1|953492.25|243099.12|437313.76
68903|1238|27|2|462224.75|228714.24|513011.86
4208|958|82|3|30401.53|987172.08|177907.585
88377|1330|51|1|787528.71|67214.1|558927.65
29865|1223|64|3|599439.77|322241.81|264189.62
73393|253|49|2|12537.37|111472.15|448117.185
1590|273|46|2|267318.3|174509.62|178498.805
4938|1673|90|2|50489.39|100090.42|670972.06
88778|629|90|3|171882.38|618842.42|217551.07
94360|1585|13|1|426387.88|930386.06|538922.34
9895|15|58|1|880398.22|656399.8|297183.515
25523|289|40|3|437542.8|935284.66|178346.57
72532|303|19|2|182535.32|129795.69|855976.655
75376|1695|40|1|7972.38|503603.5|598328.005
89962|1731|6|1|198609.38|606250.73|362729.795
18917|825|17|3|793455.56|591256.2|891525.2
47860|1371|63|2|61310.97|814813.87|225948.07
71791|1539|39|1|994994.44|75721.77|592832.63
14418|1598|20|2|660858.94|811337.55|561717.14
54266|969|37|1|10729.74|849171.0|681437.42
37286|25|65|1|693537.56|2924.79|861577.605
82133|913|41|2|478601.41|707200.51|721700.335
38714|382|94|1|439924.4|350561.41|601664.06
52631|1166|42|2|790565.34|523405.46|313790.82
6376|908|81|1|895953.75|361329.14|489563.035
4088|33|93|1|779192.59|583114.46|691525.955
30821|1702|84|2|404588.59|172355.54|511675.945
58126|453|55|3|873546.6|920697.37|350068.52
77044|834|87|3|20483.08|97637.72|533223.655
50451|1235|58|2|364917.38|426625.36|409345.305
15503|1721|26|2|389109.94|508982.69|526511.945
76521|902|78|1|767818.65|26376.59|387515.905
1048|1405|80|2|308525.48|922019.81|603495.63
88028|886|49|2|678039.4|755270.79|336401.355
84059|1623|20|1|263027.1|135663.82|477989.685
89069|1159|46|3|120669.02|814370.76|331527.185
34024|582|20|1|978562.51|919400.48|25609.73
86958|945|11|3|202904.59|204568.33|466573.025
24860|669|9|1|988314.15|724325.73|700634.515
15469|92|100|2|72933.99|520246.59|169323.955
95022|1398|64|3|413992.68|488226.7|713037.1
56312|1016|87|3|600936.71|695943.67|460670.655
35135|954|16|3|903121.04|847238.89|605949.02
93631|316|45|3|393013.41|511952.49|437969.84
43196|1576|35|1|640084.83|522381.31|475132.45
1515|215|36|3|401881.94|632010.32|513686.59
56750|1792|37|2|47378.24|305394.35|266413.075
19615|10|100|1|564820.37|156521.33|458310.405
77308|1340|79|3|95382.19|868394.1|480910.995
81542|287|14|2|995736.03|763568.6|625478.1
52393|984|43|2|559035.64|699485.96|834652.175
50828|134|96|3|336843.65|101876.58|679700.01
6278|1622|46|1|751189.0|643996.26|644987.575
87037|1740|46|1|423715.07|348977.08|420008.73
62229|574|95|1|204501.2|115995.98|299551.51
99955|425|27|3|804442.15|587285.98|566082.745
54199|1299|18|2|133498.2|151244.63|623823.675
26696|999|7|1|216022.42|774413.08|860316.945
10412|1410|45|2|654207.86|239037.92|605253.105
33141|1336|70|2|175049.11|599288.72|480839.77
55742|926|11|1|5712.93|441270.44|61438.34
86412|1800|30|2|481337.01|393217.72|704379.895
47242|1705|79|3|619103.68|348039.27|432644.81
60705|1812|65|2|326439.58|178071.97|737661.35
21468|318|36|3|689691.22|943043.82|333860.54
21789|1016|6|3|512451.23|633359.01|777599.07
84977|226|13|1|997549.7|235.98|825468.54
15411|1466|81|2|301068.36|46645.71|335463.285
18433|1781|58|2|586707.19|657521.2|693293.475
94226|244|1|3|484581.96|912875.75|247290.95
26634|1091|78|1|675194.28|719133.94|294534.735
59016|1399|79|3|694664.37|301391.61|397777.785
2797|1194|8|2|513346.7|625248.97|309191.35
72895|1425|23|3|463394.16|178117.59|476099.92
27622|424|74|1|193714.9|768940.78|550137.11
82958|1814|70|3|468411.62|791335.93|706309.935
97316|1776|10|1|133972.43|357690.16|521259.335
80314|74|26|2|983021.54|976181.75|568592.625
39568|993|9|3|878675.62|904019.28|486432.26
95539|767|66|2|510266.4|163719.42|358622.34
7120|176|81|1|849864.86|647029.56|576038.295
7248|215|37|3|173249.49|984679.3|152052.925
30829|902|31|3|350634.33|621446.96|549195.98
2950|138|8|2|847977.65|987434.54|625799.87
45907|844|25|2|501800.97|11342.66|492011.685
71663|1091|30|3|150752.96|772175.62|736899.16
54123|590|36|2|822419.65|374001.34|470608.92
50229|911|24|1|562721.26|594036.7|323219.15
26533|1630|51|2|589248.39|577249.67|440290.54
40420|1031|37|2|579446.5|373009.82|470949.875
33808|1050|61|2|519145.63|246949.51|346336.12
98366|311|66|3|729591.45|611280.47|507168.69
50421|1055|30|3|602995.49|347795.54|753787.775
77109|1765|56|2|25993.36|610235.56|613037.93
54799|1085|11|2|767870.85|808236.5|263512.125
32907|1778|57|2|540798.94|979674.77|852007.885
81445|1125|71|2|774507.41|821159.94|258888.95
89846|1419|55|2|629910.51|742982.28|585450.77
44053|1451|19|3|881036.94|953950.52|486673.13
22974|360|54|2|290598.32|375607.28|139723.455
83567|820|44|1|96588.42|691872.09|368372.695
31931|1661|3|3|556310.26|213432.23|521367.46
