loan_fact_id|date_id|loan_id|account_id|location_id|currency_id|loan_amount|loan_status
28843|778|40|26|39|1|9440.6|Pending
38088|193|24|5|4|1|409520.4|Pending
64294|1524|11|52|33|3|181274.43|Approved
75016|299|15|17|4|2|305322.13|Pending
36919|1410|20|29|22|3|245202.75|Approved
78320|1486|28|20|18|1|295128.5|Rejected
13887|264|22|70|10|3|361400.58|Pending
83693|1464|41|16|48|3|71156.88|Pending
30227|967|14|49|48|1|447037.48|Rejected
58422|1279|27|25|35|2|109131.11|Pending
92785|1025|22|59|41|2|335064.03|Approved
83141|225|48|10|27|2|254676.09|Pending
1351|1619|31|13|16|2|467220.29|Pending
90682|280|18|3|47|2|227928.74|Rejected
45182|1099|22|18|50|3|296342.74|Rejected
59209|1473|8|3|11|3|158664.13|Approved
1411|664|22|16|17|1|267611.09|Rejected
9724|1411|9|30|37|2|110519.06|Approved
38909|1201|41|4|13|1|89762.66|Rejected
69052|571|21|56|24|1|446149.52|Approved
46338|974|33|21|36|1|75956.18|Approved
58159|834|45|82|40|1|497062.55|Approved
52089|1419|18|21|30|3|326936.13|Approved
22644|354|20|90|6|3|166706.43|Rejected
5464|903|26|41|47|2|16713.64|Approved
95733|1277|33|71|30|1|229294.38|Rejected
97988|654|13|51|1|3|206872.34|Pending
54269|697|26|18|22|2|50190.27|Rejected
56279|1138|1|9|43|2|297086.52|Approved
20271|282|38|38|7|1|45145.14|Approved
19142|482|31|41|50|1|249858.4|Pending
52896|1176|33|58|33|2|251809.19|Pending
42776|416|28|84|46|1|363223.7|Rejected
27308|749|37|84|25|2|308491.84|Approved
63168|1070|39|75|23|3|246630.81|Rejected
86496|1339|27|53|23|2|97530.9|Approved
92880|1423|26|39|49|3|414203.2|Approved
74955|1434|46|60|3|2|284359.36|Rejected
27117|264|2|35|11|2|157026.2|Approved
94262|550|46|58|43|3|129301.25|Pending
24765|985|48|16|20|2|42358.2|Approved
46731|1365|48|25|36|1|132686.4|Pending
23599|1477|40|45|39|3|51162.25|Rejected
99774|929|34|57|48|3|239412.7|Pending
683|362|16|17|36|1|248390.49|Pending
80302|1255|50|61|47|3|352237.38|Approved
57182|1809|31|67|37|1|474728.73|Approved
15887|1014|41|26|16|3|54327.83|Pending
96653|1406|16|7|27|2|142938.76|Rejected
26097|1063|28|54|43|1|240568.32|Approved
50903|1119|20|67|16|2|344438.39|Rejected
62046|1475|24|14|44|3|279170.57|Approved
17437|183|15|96|17|3|121955.21|Approved
25207|240|48|15|14|1|436463.23|Rejected
51829|1626|17|36|18|3|357756.74|Approved
31218|476|46|21|25|2|311781.82|Pending
5345|751|41|4|30|3|175696.49|Rejected
27501|1051|45|34|37|2|193881.4|Pending
72001|711|50|70|25|1|148871.89|Approved
60720|1733|49|61|28|3|230475.35|Approved
20117|97|50|64|27|2|128173.47|Approved
3174|889|18|3|7|3|487831.2|Pending
38188|1567|29|85|47|2|202374.05|Rejected
85071|973|4|93|20|3|91014.39|Pending
43735|1163|45|73|1|3|241916.1|Rejected
76028|1390|39|44|1|2|116252.09|Approved
38665|393|35|64|37|3|448390.39|Pending
61934|1210|29|72|34|3|37480.12|Pending
11009|753|23|65|19|3|27640.52|Rejected
78492|749|25|48|48|2|270738.07|Pending
83967|601|33|9|34|3|88888.65|Approved
66395|482|7|66|31|1|87154.21|Pending
35624|668|28|75|18|1|449936.72|Approved
89254|1172|27|14|47|3|205516.89|Rejected
66040|606|21|54|49|1|391855.4|Rejected
93582|1206|5|42|2|2|358322.7|Approved
55689|1403|17|43|30|2|155658.75|Rejected
16655|1026|24|70|37|3|157447.41|Rejected
71472|269|21|72|50|1|343807.57|Rejected
4890|1369|43|53|41|2|469573.77|Approved
49486|1778|41|84|33|1|380838.63|Rejected
21555|375|36|87|49|2|412137.54|Approved
82909|1809|16|31|13|3|228361.68|Approved
81011|284|39|18|26|1|391091.73|Rejected
44539|1792|35|65|50|1|363985.71|Pending
90883|108|3|45|14|1|51301.37|Rejected
17649|1193|4|54|17|1|427659.02|Approved
16591|1326|48|11|50|1|192396.87|Pending
62474|1727|1|2|16|3|443988.59|Pending
23510|1105|30|22|3|3|104301.04|Pending
21113|1796|30|3|33|1|94557.64|Rejected
67367|531|19|83|5|2|477288.45|Approved
61583|773|45|75|36|3|211228.94|Rejected
11206|178|15|44|6|1|27916.2|Pending
54894|774|37|19|46|3|330790.55|Pending
9687|1538|45|4|8|2|466126.14|Rejected
34387|237|18|13|43|1|106131.51|Pending
9918|354|40|20|46|2|71547.36|Approved
67130|550|13|94|49|2|256342.48|Pending
10626|1038|25|37|37|1|297557.04|Approved
93601|1702|41|59|26|2|180555.0|Approved
51896|1457|39|37|20|3|103442.72|Rejected
14885|1451|26|59|36|1|325679.59|Approved
41336|82|20|78|38|3|259403.11|Rejected
25318|1755|44|60|1|2|121452.14|Pending
56874|894|8|85|12|1|413059.0|Approved
58140|1255|20|31|34|1|257292.19|Rejected
28139|752|24|41|34|3|351517.62|Rejected
82788|857|49|57|33|3|171386.26|Approved
59393|1118|20|5|19|2|102514.16|Pending
80797|1712|42|31|34|1|360991.6|Pending
31996|1106|4|2|48|2|325733.96|Rejected
53259|518|4|54|45|1|424217.07|Rejected
89783|688|25|18|11|3|139353.36|Approved
6923|1074|16|58|3|3|207530.07|Approved
14717|117|7|64|49|1|41422.95|Rejected
34659|220|49|44|13|1|142954.46|Pending
78616|1178|50|46|34|2|10079.86|Approved
28883|261|2|84|11|1|342110.53|Pending
50881|649|9|36|11|1|245398.9|Approved
88284|102|21|17|14|2|152198.87|Rejected
93889|1721|40|89|50|1|323393.0|Approved
96303|1265|6|95|18|1|484410.65|Approved
56840|809|22|58|43|1|404508.99|Approved
66535|430|22|58|46|2|399903.79|Pending
65443|352|35|70|6|1|102670.46|Rejected
97730|481|1|44|43|2|203736.6|Rejected
86709|440|32|42|3|1|200932.51|Approved
7317|1361|11|37|40|2|349798.23|Approved
69538|1272|33|4|50|1|286944.28|Rejected
15296|146|16|82|6|2|396762.11|Pending
12507|507|35|83|11|3|72413.35|Pending
27010|481|18|61|8|1|41155.0|Pending
40751|1646|39|19|12|2|321501.48|Rejected
19860|19|48|26|27|2|463968.95|Pending
85045|1161|9|71|12|1|195756.64|Approved
16869|198|5|12|1|2|290744.06|Approved
91741|168|22|59|46|3|161956.34|Rejected
24352|1776|5|8|36|3|114101.46|Approved
81484|846|29|55|14|1|267673.57|Pending
24162|811|39|21|49|3|38407.3|Pending
17473|1362|20|13|8|3|240276.27|Approved
4831|830|35|54|38|3|245356.68|Approved
54456|379|41|94|24|1|146188.03|Approved
52842|1016|40|48|20|3|448527.52|Rejected
77427|1059|35|93|43|1|70489.83|Rejected
23971|1391|44|52|29|1|88366.64|Approved
3053|558|49|49|16|3|354392.21|Approved
83059|54|45|77|14|2|79245.45|Rejected
38432|119|47|65|19|3|193823.92|Pending
37403|227|16|79|1|2|70342.33|Pending
42637|904|12|45|15|1|377066.17|Pending
2289|1442|6|55|31|1|101440.68|Pending
93888|1658|24|47|32|1|168118.27|Approved
15132|170|38|8|39|1|459670.63|Pending
4607|117|49|63|4|1|482376.46|Approved
1179|319|36|97|10|3|459095.25|Pending
93745|118|32|60|23|2|414658.98|Approved
28360|1479|43|94|20|3|66624.84|Rejected
81908|1010|7|93|46|1|226948.1|Pending
77780|261|50|39|45|3|444683.41|Pending
94649|1406|41|78|37|1|330717.57|Rejected
32656|1090|19|35|23|3|231217.75|Rejected
82393|1714|41|100|44|3|471832.15|Rejected
37934|530|30|47|36|3|101914.05|Rejected
63488|1546|24|91|41|3|420639.41|Approved
1701|1150|6|78|28|3|201150.07|Rejected
93869|952|42|25|31|3|451403.18|Pending
64318|1068|50|79|35|1|63510.92|Rejected
35113|841|8|13|50|3|446285.2|Pending
12532|1643|13|32|25|2|18958.14|Pending
88097|1604|41|92|27|3|292513.46|Rejected
34894|102|23|29|44|3|73092.62|Pending
18995|1448|7|93|35|2|94921.45|Rejected
7998|153|26|79|12|2|16354.65|Approved
47060|405|40|33|42|2|85762.12|Pending
95980|553|44|32|27|3|81065.47|Approved
58901|1787|33|14|44|2|354670.42|Approved
11759|798|26|53|3|1|260971.9|Rejected
32496|1166|4|88|46|3|338110.73|Pending
26392|423|22|10|31|2|12376.28|Rejected
66765|470|7|2|8|1|89939.73|Approved
64760|200|45|61|7|1|129418.06|Pending
22213|932|19|37|9|2|264879.4|Pending
68397|1335|10|77|29|2|264601.84|Pending
7682|737|35|70|40|2|56242.53|Rejected
5191|1069|44|44|37|2|323370.37|Rejected
83673|1206|12|12|29|1|430573.26|Approved
86676|693|40|13|10|1|324444.81|Rejected
79995|508|22|62|31|1|326761.5|Rejected
62394|599|45|52|41|3|18761.15|Rejected
5303|74|4|95|10|1|363049.56|Approved
18103|232|33|91|47|2|386198.23|Approved
90796|974|36|65|37|2|64014.68|Rejected
25637|926|43|13|40|3|254864.4|Approved
63654|64|40|27|41|3|150147.5|Pending
62795|1060|40|56|48|1|47652.75|Approved
55956|1172|19|29|19|2|296859.03|Pending
90613|364|15|88|35|1|150444.27|Approved
50006|260|23|40|4|3|155452.03|Approved
92891|678|44|11|16|2|168282.42|Rejected
78631|1572|23|34|14|3|340729.15|Rejected
36544|1573|1|4|18|3|114139.32|Pending
29340|1738|44|79|30|3|207669.71|Rejected
6924|359|46|48|46|3|287549.33|Approved
5080|1160|34|2|48|1|81506.04|Rejected
66427|700|18|32|12|3|303353.69|Rejected
1485|1766|13|11|5|2|235942.81|Rejected
87962|1235|45|46|40|1|249088.06|Rejected
19996|703|17|59|36|3|119713.83|Pending
17791|1642|1|6|23|1|463753.68|Approved
25443|2|22|41|34|3|452805.18|Pending
37478|1786|49|10|3|3|99665.99|Approved
50322|961|42|60|28|3|383719.12|Pending
12600|1147|24|12|8|1|323731.79|Rejected
8406|703|25|16|45|1|358495.91|Rejected
22088|1043|42|78|42|3|162690.9|Approved
13184|300|12|94|19|2|497566.34|Rejected
91862|1651|29|53|46|2|233241.82|Approved
32421|1808|22|36|29|1|116549.37|Approved
22503|1343|28|77|41|2|54232.39|Rejected
87110|795|20|59|2|3|32808.46|Approved
2501|987|20|9|21|3|255456.8|Pending
30480|528|22|1|27|3|125805.93|Approved
27613|783|40|45|47|2|369751.56|Pending
52094|384|32|36|45|1|319172.18|Approved
86446|1455|37|54|17|1|404838.53|Rejected
62569|1114|36|100|36|1|280048.16|Approved
27843|856|34|97|33|3|192918.99|Approved
24610|1298|25|15|22|1|484156.68|Approved
17660|688|3|65|23|1|183015.94|Pending
55387|306|45|50|5|1|321057.39|Approved
80999|509|12|26|21|3|499780.82|Approved
40834|1816|1|35|37|3|117537.59|Approved
41689|123|50|60|11|1|218387.41|Rejected
78259|1480|23|89|6|2|316595.91|Pending
2291|1557|30|28|20|3|313367.78|Pending
12423|93|36|25|6|3|113612.3|Approved
43761|153|33|71|42|1|98496.92|Pending
7534|1485|28|7|45|2|399092.87|Approved
21488|1244|24|94|22|2|182268.72|Pending
39826|1597|2|58|9|3|23715.24|Approved
71272|1762|9|14|21|2|206935.58|Approved
19760|1074|4|47|22|2|150379.21|Pending
41171|650|39|7|1|3|26919.61|Approved
5572|1737|19|96|14|3|168117.86|Rejected
62772|269|30|66|30|2|297962.59|Pending
23885|1538|13|44|3|3|426294.12|Approved
69031|1698|1|71|49|1|126521.69|Pending
44289|463|23|7|27|3|94595.48|Approved
53626|867|8|99|7|1|474315.78|Pending
77834|181|37|71|28|3|380448.82|Pending
25827|701|12|45|29|3|111889.21|Rejected
29261|431|39|68|44|3|319153.22|Approved
95051|1696|39|84|5|2|448946.29|Approved
35808|615|13|81|35|3|127461.17|Rejected
6735|616|2|61|1|3|388451.25|Approved
11108|80|6|19|16|1|232458.06|Approved
12994|1054|17|69|16|3|255748.22|Pending
90169|1758|23|51|9|1|399087.4|Approved
51742|1126|2|68|42|3|401419.2|Pending
31744|1206|28|79|17|1|213120.73|Approved
70264|1765|21|29|49|3|396479.47|Approved
64888|780|3|14|33|2|199156.38|Pending
74436|916|50|81|30|3|136119.66|Rejected
52309|1346|11|96|19|3|66199.61|Pending
3453|632|7|65|27|1|407363.09|Approved
65322|180|50|1|45|3|476575.21|Approved
6881|226|48|71|27|3|278196.5|Rejected
55584|657|39|96|34|2|120416.91|Approved
80035|1031|26|83|29|3|290759.78|Approved
4477|191|40|11|38|1|387084.95|Approved
66861|1471|37|75|17|1|217133.96|Pending
48330|1574|34|3|45|2|456212.49|Pending
16513|917|33|81|18|2|206037.09|Rejected
10490|1460|42|3|24|2|324655.22|Approved
78029|1821|19|19|21|2|444043.71|Approved
56943|1121|13|22|12|2|355007.9|Rejected
3448|752|44|52|35|1|97356.03|Pending
88249|47|33|50|5|3|248310.45|Rejected
32300|789|18|55|38|1|375387.15|Rejected
67755|380|46|91|40|2|140663.87|Approved
88536|1052|20|50|37|2|135440.2|Pending
57657|1178|50|27|5|1|58854.89|Pending
28049|1584|6|35|8|1|242221.26|Rejected
41274|1309|39|85|28|1|98312.68|Rejected
1086|922|13|37|48|1|38525.11|Rejected
91475|1513|6|57|1|2|331561.79|Rejected
71014|677|43|30|47|3|260836.68|Approved
70027|1042|13|81|8|2|209779.74|Pending
25005|1806|36|7|11|2|121942.98|Rejected
41888|1682|37|71|24|3|440908.33|Rejected
63021|373|23|60|27|2|496422.31|Pending
11197|464|8|100|9|1|181367.65|Pending
58040|51|25|43|43|1|496339.21|Approved
58453|1397|7|69|33|2|380518.04|Approved
86541|1442|26|86|35|3|373770.8|Pending
11214|1227|28|48|49|3|161138.37|Rejected
97312|1069|27|66|31|3|66523.82|Rejected
80395|794|29|87|8|2|215713.75|Pending
41712|583|4|43|34|3|340963.46|Pending
3509|1389|4|36|1|2|173136.36|Pending
75175|1224|38|10|7|2|398917.39|Approved
7808|698|37|35|1|2|449048.97|Pending
92121|28|30|77|47|2|148137.53|Pending
82437|1295|34|49|31|2|255994.25|Approved
83196|726|15|13|18|2|490659.0|Rejected
68011|564|44|10|4|3|480481.69|Approved
2957|1470|6|35|49|3|310549.18|Pending
93277|1797|21|6|40|1|432452.66|Rejected
51035|960|29|66|3|2|492604.39|Approved
41624|1804|33|48|43|2|116904.2|Pending
35161|148|38|8|22|2|259442.36|Approved
91820|882|18|71|3|3|97322.86|Pending
5690|1767|49|57|42|1|64287.78|Rejected
91857|1620|37|81|2|2|325259.01|Pending
66697|573|22|19|12|3|294328.52|Rejected
50779|710|32|23|18|3|317195.71|Rejected
66031|1650|11|53|17|1|391131.12|Approved
54108|1181|22|73|41|2|326251.91|Rejected
86372|673|34|27|28|2|6610.08|Pending
5294|1213|5|97|26|2|453939.02|Approved
10236|104|21|16|12|1|398233.55|Rejected
94094|933|18|94|45|3|316741.65|Approved
23867|906|3|81|5|1|490904.43|Pending
59223|1579|22|15|19|1|276525.83|Approved
58698|101|12|6|4|2|400552.79|Rejected
89591|258|27|26|46|1|172837.17|Rejected
19104|1484|21|28|30|3|158182.39|Pending
46172|1308|7|23|50|1|277761.6|Approved
95084|445|30|50|23|1|429750.91|Pending
16076|936|15|86|10|2|383740.89|Rejected
64598|1563|16|46|45|3|216150.19|Approved
19740|1274|12|11|20|2|469891.58|Approved
34148|1045|9|14|46|3|177640.86|Pending
67381|317|1|98|35|1|141419.71|Pending
63162|1085|40|34|20|2|308515.43|Approved
12151|1001|46|66|5|1|453944.3|Approved
62850|1359|35|5|11|3|306731.62|Pending
17430|1127|25|72|33|3|66091.53|Approved
87364|1324|6|68|32|2|455601.64|Rejected
53722|849|15|60|32|1|437105.5|Approved
55462|1064|22|24|4|1|349639.22|Approved
25104|1681|46|6|39|2|27904.12|Rejected
5040|178|36|47|2|1|260368.4|Rejected
70577|446|9|98|15|2|130001.64|Pending
28450|982|29|70|10|1|135467.16|Approved
70905|551|25|30|10|1|124625.34|Rejected
21465|258|29|87|4|2|334733.06|Pending
75191|1035|30|84|16|1|390582.59|Pending
89772|1483|32|77|27|1|422890.85|Rejected
20088|534|36|49|36|2|113683.73|Rejected
90453|1817|2|95|23|1|393436.69|Approved
58364|667|8|20|11|1|446743.97|Pending
32507|1487|28|84|33|3|484187.97|Rejected
91150|708|27|55|13|2|65169.19|Approved
72607|1729|25|16|9|1|329477.92|Rejected
76477|330|42|80|50|3|43336.9|Approved
17012|214|16|74|45|3|308948.48|Rejected
64374|497|8|56|32|3|465439.14|Approved
57146|50|34|50|3|1|402531.59|Approved
87435|897|5|31|21|3|157404.97|Rejected
95849|1277|41|18|26|2|61692.11|Pending
19349|530|8|26|24|3|293557.35|Approved
47983|743|41|56|30|2|132996.29|Approved
2989|764|25|55|30|2|168066.33|Rejected
23586|286|37|34|48|3|184321.14|Pending
26846|618|5|56|41|3|380573.1|Pending
81417|1585|26|8|19|1|417629.25|Rejected
74001|506|31|26|19|3|335711.03|Pending
93092|1036|50|66|7|2|107906.04|Approved
2839|1151|48|37|43|2|486148.28|Approved
24237|494|47|89|19|3|423412.45|Rejected
87695|1825|50|90|29|2|348717.22|Approved
32013|1079|43|48|35|1|92743.18|Approved
22325|641|48|41|10|3|128616.12|Approved
56079|462|38|5|16|3|37374.92|Pending
92115|1071|15|64|13|2|366258.27|Rejected
41375|110|18|76|16|3|367576.69|Approved
96983|1551|14|36|38|2|74356.34|Rejected
94078|505|36|13|30|3|279669.68|Pending
50688|1402|20|10|10|2|107074.82|Approved
46319|1293|40|13|42|1|456026.36|Pending
5769|1702|18|18|22|3|472192.74|Pending
36934|1056|46|54|42|2|196484.78|Approved
5444|1134|20|80|38|2|181389.42|Approved
93418|1534|19|82|27|2|400577.39|Rejected
91909|172|3|83|11|1|224382.28|Approved
56793|1631|16|83|24|1|78543.8|Rejected
4081|532|14|20|46|3|62222.54|Approved
21178|753|37|11|42|3|329708.0|Approved
6507|762|4|29|28|3|444735.54|Approved
5955|1088|40|51|46|1|67829.88|Pending
73474|1435|33|38|9|2|47493.51|Rejected
49708|694|29|15|33|3|143661.41|Rejected
86772|1276|23|31|48|1|381907.47|Rejected
1262|553|30|64|34|1|91028.87|Pending
44209|1100|26|38|41|1|135724.55|Rejected
62330|1238|34|20|4|2|60522.95|Pending
86229|1640|14|32|13|2|95501.53|Rejected
68790|280|7|60|15|2|453695.38|Pending
98963|1234|42|7|44|3|242043.67|Rejected
16001|1772|25|100|15|2|219749.72|Rejected
7181|234|23|67|4|2|327965.24|Approved
62114|1059|15|69|3|3|278056.41|Pending
81383|1293|1|98|5|1|197206.41|Approved
9053|1334|47|64|47|3|114391.05|Rejected
6729|353|27|98|10|2|382985.93|Pending
66251|1358|45|85|20|2|126565.79|Pending
59301|627|24|12|19|3|348162.97|Pending
5130|717|46|1|16|2|174632.64|Approved
63969|1285|11|92|28|3|138240.75|Pending
75561|1816|19|54|10|1|422776.2|Rejected
12200|18|37|37|3|2|276846.92|Rejected
82539|1801|36|14|27|1|443427.54|Pending
39126|959|8|79|25|1|216959.99|Approved
87939|536|26|95|36|2|223785.38|Rejected
32805|659|5|50|24|1|237158.9|Pending
14588|1711|45|22|38|3|128143.26|Pending
2413|1676|43|13|42|3|47581.02|Rejected
5319|1416|6|24|4|3|150684.53|Rejected
5165|1400|7|14|2|3|322722.97|Approved
99716|428|16|15|6|1|419368.95|Rejected
10161|981|40|92|9|2|415448.92|Rejected
44120|795|12|75|26|1|415160.41|Approved
74712|831|35|57|31|3|303085.05|Rejected
94396|952|36|67|25|1|411082.79|Pending
6348|168|3|44|12|1|177403.12|Rejected
14543|285|30|18|26|3|420466.3|Rejected
16784|1215|36|16|22|2|214706.75|Pending
20305|1129|33|80|13|1|179603.41|Approved
39034|445|40|72|41|3|142807.84|Approved
57115|1636|43|41|9|2|81263.37|Approved
85652|1349|19|73|36|3|237640.09|Approved
96309|464|44|91|7|2|348524.93|Rejected
23407|533|37|34|44|3|124930.23|Rejected
72730|939|12|11|14|2|57411.26|Approved
51796|1006|19|36|7|3|44524.17|Pending
11336|886|49|53|21|1|189477.74|Approved
6723|1290|46|98|40|3|298399.81|Pending
28272|808|1|6|16|2|277945.64|Rejected
7029|903|37|100|18|1|463110.91|Rejected
21805|226|28|99|10|2|375863.78|Rejected
95776|1599|45|6|25|3|53984.14|Approved
56335|749|26|86|35|2|428580.09|Pending
97542|507|26|67|11|1|437627.79|Rejected
81811|346|1|61|26|3|149976.61|Approved
56680|1380|46|14|8|3|40780.39|Approved
44005|481|33|28|48|2|257800.37|Rejected
45087|608|42|39|11|3|217730.87|Pending
39777|918|35|48|46|2|483584.3|Approved
59907|910|29|60|17|2|114069.68|Pending
80524|238|47|73|43|3|6499.26|Approved
85790|467|47|98|41|1|426398.16|Rejected
84521|1734|29|9|44|2|145284.43|Pending
73740|1281|50|39|33|3|412935.27|Rejected
68632|3|26|34|21|1|188077.41|Rejected
21582|53|19|63|28|2|228595.83|Approved
43540|78|25|33|2|2|430432.97|Rejected
75455|248|37|17|3|3|41205.01|Approved
57416|177|9|43|50|1|152468.5|Rejected
19114|1812|22|50|38|1|288820.57|Rejected
66778|172|36|4|46|1|269494.07|Approved
41314|697|14|49|12|2|200506.59|Rejected
97587|5|44|29|15|2|409796.21|Approved
98635|167|43|46|40|2|35968.26|Rejected
87401|1794|35|97|27|1|124777.13|Approved
88455|608|9|15|13|2|390014.91|Rejected
14345|1413|22|43|36|2|472944.13|Pending
77060|1402|27|100|41|3|41121.0|Pending
55756|1414|24|46|30|2|38107.22|Pending
17290|1651|44|6|37|1|154948.36|Approved
43372|1587|36|29|50|3|231099.07|Approved
93651|102|37|4|2|1|268341.33|Approved
52017|280|39|92|38|2|247061.05|Rejected
30010|1550|10|17|24|3|188724.6|Rejected
33482|605|18|10|28|3|361131.03|Approved
58073|190|17|82|13|2|395288.01|Rejected
45445|1049|29|46|16|1|135315.48|Approved
44828|487|11|66|20|2|268974.45|Rejected
46960|59|28|18|12|3|281974.01|Rejected
6660|1542|21|69|49|1|262801.0|Pending
81708|1646|35|62|35|1|221894.16|Pending
81894|1051|7|36|30|3|63562.92|Rejected
14399|467|37|7|24|2|216452.28|Approved
59929|1218|27|39|14|3|98367.04|Rejected
76285|849|3|96|31|3|414194.61|Rejected
32908|1561|18|93|50|1|15067.37|Rejected
59072|1048|49|26|25|2|188580.78|Rejected
7812|449|5|75|44|3|411863.73|Rejected
959|1580|50|68|29|3|152813.87|Approved
69856|146|13|88|27|2|466190.1|Pending
43199|309|14|57|13|2|37041.57|Pending
26918|134|46|59|41|2|206728.59|Approved
87830|551|38|51|45|3|290736.45|Approved
91049|1600|21|43|8|1|380593.09|Approved
83539|467|20|8|33|1|129814.16|Pending
13309|1499|46|83|8|2|357188.21|Rejected
84115|1304|48|24|7|2|402132.46|Rejected
15256|759|8|12|41|2|238587.21|Approved
61265|1027|23|6|30|1|111404.03|Pending
59973|1018|50|98|1|1|440417.9|Rejected
67868|419|22|82|8|1|379920.3|Approved
78572|786|35|98|35|2|202778.34|Rejected
7139|1199|19|90|26|2|202177.63|Approved
41797|1265|34|39|23|1|480432.1|Approved
65941|1524|12|72|18|1|156954.69|Rejected
3934|1629|2|19|34|3|378551.58|Rejected
5062|1273|40|29|14|3|390262.55|Approved
87859|306|32|42|3|3|454727.06|Rejected
50392|226|45|60|2|3|251342.53|Pending
76224|139|46|55|20|3|155376.88|Pending
77903|1756|50|86|14|3|497595.24|Pending
13836|1172|50|12|37|2|147556.51|Rejected
24487|404|47|21|9|2|261017.07|Approved
76108|1001|37|86|28|1|493901.84|Rejected
31882|631|23|90|27|2|76567.93|Pending
52802|9|7|37|9|3|385474.47|Rejected
572|170|27|87|29|1|496281.16|Approved
6078|1602|49|29|8|3|292607.99|Rejected
90803|347|18|1|14|1|342678.44|Rejected
84522|99|44|18|9|1|484807.92|Pending
90816|1633|4|30|12|2|183145.34|Approved
79610|878|32|12|37|3|306888.21|Pending
64174|798|2|99|39|1|435098.9|Approved
29405|1616|46|9|19|3|252905.82|Approved
13008|1670|35|29|39|1|32708.05|Pending
34553|591|3|22|25|2|5238.01|Rejected
87756|387|6|78|7|2|93049.15|Pending
91787|456|39|35|2|2|82451.82|Approved
26765|398|3|91|14|2|140798.55|Pending
57860|1776|21|95|11|3|10683.1|Rejected
67757|297|13|56|31|3|254225.82|Approved
16249|263|24|99|44|1|391476.96|Rejected
24121|966|35|79|14|3|68689.81|Approved
2220|1625|37|40|34|1|5087.19|Approved
29217|301|23|47|50|3|448937.26|Rejected
89703|282|23|6|44|3|85114.8|Pending
94577|1666|28|61|45|3|247537.67|Pending
56502|912|7|93|7|2|184656.98|Pending
31162|1473|3|59|34|1|484983.65|Pending
45403|1688|26|91|24|3|83280.08|Pending
74108|253|40|77|42|2|61407.24|Approved
55681|1716|8|88|29|1|399686.51|Approved
11191|1283|9|57|37|1|360050.81|Pending
95874|1219|35|82|45|1|106942.19|Pending
71671|902|44|73|32|2|45413.23|Pending
81652|53|27|12|13|3|438650.08|Pending
90963|1804|39|7|46|2|459478.45|Pending
59218|614|17|69|1|2|387734.47|Rejected
26370|1564|38|10|16|2|41804.9|Approved
33102|1175|7|99|3|1|60454.33|Pending
18172|1767|24|14|30|3|421119.7|Pending
10727|760|36|69|33|1|369660.79|Pending
29023|28|1|53|32|3|9017.33|Approved
83670|1226|20|31|27|1|34655.84|Pending
90683|1124|19|28|32|2|138444.52|Rejected
94648|438|36|58|7|3|187758.41|Rejected
54973|1162|15|15|39|2|140730.11|Pending
27789|1271|38|26|47|2|112120.08|Approved
37490|1489|19|75|4|1|143385.05|Approved
69261|392|26|46|11|1|203682.34|Approved
45107|1664|46|62|22|1|372556.27|Rejected
55075|1101|20|25|17|1|55258.0|Rejected
49463|3|8|35|17|2|131559.29|Approved
58808|570|17|72|23|1|76216.6|Pending
85519|535|3|91|17|3|457656.72|Approved
4427|1401|21|21|21|1|11876.3|Approved
50829|23|15|54|30|1|106482.72|Pending
227|50|28|4|30|3|58237.19|Approved
6127|1209|30|71|47|2|393760.8|Pending
18726|1238|32|70|41|2|318445.57|Rejected
57153|1650|33|92|14|1|27758.03|Rejected
46242|373|12|75|34|2|309930.0|Rejected
48114|615|22|59|27|2|142581.02|Pending
27878|973|39|41|40|3|163039.6|Rejected
98510|1646|31|100|35|1|142229.93|Pending
32615|574|32|47|1|3|335965.41|Rejected
77867|1274|22|21|23|1|188436.98|Pending
34862|306|37|72|19|1|426573.52|Rejected
1067|313|5|42|29|3|65620.99|Approved
69350|170|43|45|11|1|416406.8|Approved
82405|1706|20|2|49|3|173947.01|Approved
26206|991|38|100|3|2|324621.48|Approved
58389|158|28|71|2|2|138024.29|Pending
85756|996|10|65|7|3|460258.75|Rejected
7564|1246|41|86|17|3|307175.12|Rejected
53849|1209|16|80|16|1|427731.2|Pending
10664|546|45|45|12|2|265201.63|Rejected
36348|379|21|99|37|3|325528.76|Pending
71497|1708|16|6|45|2|427186.66|Pending
16427|1073|29|99|26|2|78303.58|Approved
70631|1508|42|45|41|1|407083.18|Pending
34856|886|47|9|44|1|362640.05|Rejected
46980|1669|44|75|16|2|252329.83|Rejected
33115|46|39|38|29|3|341423.54|Pending
75062|610|1|90|10|1|149585.78|Rejected
55263|596|27|24|2|3|383930.57|Approved
35971|1556|25|31|40|1|279737.09|Approved
92584|1025|40|4|47|1|93654.86|Rejected
96214|1312|5|81|44|3|483803.3|Approved
21345|1066|42|52|25|1|114598.49|Approved
52179|1539|32|3|36|3|246711.02|Pending
71995|1100|34|42|46|2|186215.99|Pending
25117|770|25|70|11|2|469719.06|Rejected
10918|360|18|46|17|3|442074.32|Approved
67780|1608|4|8|37|3|184725.54|Pending
41284|1000|15|33|21|2|158961.84|Approved
40368|1409|41|23|46|3|28865.88|Rejected
48117|992|19|10|25|3|394327.15|Pending
43654|678|32|16|26|3|371949.55|Pending
62074|843|10|87|16|1|390128.01|Rejected
