investment_id|date_id|investment_type_id|account_id|location_id|currency_id|investment_amount|investment_return
62168|901|5|43|42|2|808039.71|8747.69
3046|508|5|42|40|1|513822.86|13944.39
55526|27|2|58|25|3|694678.84|14765.13
7060|1741|1|63|32|1|861390.92|3852.64
13302|407|1|24|1|3|194565.94|6479.15
1450|834|1|40|35|1|938051.23|11348.38
57332|765|4|66|35|3|677611.5|8130.25
74998|103|3|78|23|1|97996.95|5637.58
14006|1397|3|85|38|1|493494.87|5614.53
27977|269|4|37|25|1|831531.06|11063.96
18569|1082|2|80|43|3|329269.5|-3048.66
20596|124|4|34|40|1|425028.9|14781.93
22132|623|4|94|47|2|990594.21|11339.87
75077|910|5|92|48|2|833706.94|4715.3
42312|216|1|69|13|2|840715.6|184.53
90755|1518|2|6|11|1|403051.65|-1861.78
29159|785|1|16|37|1|987227.66|-2090.68
44710|583|1|86|3|3|781694.74|-2604.58
54274|1679|2|2|12|2|426173.37|-2776.01
93075|58|2|67|5|2|693657.86|4874.8
74834|712|3|1|7|2|520617.0|8547.75
60953|677|2|70|29|3|334116.03|6287.33
23865|1764|5|7|24|3|453563.39|10020.3
50258|369|5|86|40|3|237810.29|7290.71
34760|1282|5|28|24|2|778857.06|-2373.67
34641|1034|4|16|23|3|75472.71|971.87
25331|1567|4|29|2|3|770150.92|9246.27
24014|252|4|80|44|2|749732.79|14798.71
85883|1616|2|79|49|1|790655.43|12373.04
556|542|4|29|7|2|937589.37|-80.79
14612|467|4|73|13|1|497547.99|9730.84
85356|1479|2|79|24|2|242219.11|826.83
51681|109|1|5|10|1|886613.41|10051.75
17959|1702|3|44|44|2|686480.6|-2625.38
54128|993|5|33|38|2|965536.16|951.19
89891|188|3|61|26|1|403244.14|11285.64
58386|665|4|65|6|3|164978.74|3907.41
29310|524|3|95|5|2|594846.65|10544.4
34001|297|4|16|35|1|867720.86|6880.53
91758|728|5|62|32|1|402762.93|-4629.26
55776|1179|2|12|40|3|42934.78|11450.51
79919|942|4|62|14|1|274837.39|6741.65
31122|49|4|74|46|1|53078.32|6543.75
37570|1470|1|42|8|1|283275.78|5959.81
40381|1089|4|100|13|3|828211.97|1411.18
76563|1439|2|50|32|1|459961.88|13801.26
71484|737|4|74|1|1|759181.84|3238.88
87411|1747|5|99|38|1|393711.11|1777.71
40373|1810|3|38|9|2|818940.04|467.11
11042|1747|4|39|33|2|141196.62|1537.73
13489|1687|1|47|21|2|611585.68|-2821.25
42657|930|1|66|25|1|115884.37|-3192.41
86756|1047|5|67|23|2|864537.16|2493.55
11640|1364|4|11|21|2|798125.81|8375.57
38371|439|5|76|35|1|43635.77|10410.56
3879|1214|5|9|48|3|881293.2|11237.57
71752|1026|1|81|22|1|393662.66|-662.72
84848|1387|5|87|13|3|515705.44|9595.57
23336|1688|1|94|35|3|832028.43|10759.05
86542|1466|2|14|50|1|422146.68|-4776.46
83429|947|5|17|41|1|897544.78|-306.8
93416|1504|1|63|8|3|67975.08|13788.57
50278|1630|2|50|30|3|148353.53|1750.34
20441|1209|4|85|37|3|13287.35|-4299.88
6706|1701|1|100|23|3|890191.01|5242.82
54921|1261|1|74|49|2|398489.92|4223.04
63808|1133|1|83|26|2|486385.71|-1947.39
95548|617|4|66|45|2|893282.49|4136.51
39964|1381|1|30|31|3|286878.33|9348.65
74605|1581|1|65|6|1|175115.08|8843.85
48093|1563|4|35|16|1|733865.88|164.43
5248|1649|2|13|6|1|553899.47|5948.77
85392|793|1|64|10|3|275933.55|12135.04
4738|257|5|31|18|3|691857.04|-4559.54
61877|1745|1|82|32|3|300943.73|6579.48
5529|1129|3|60|1|3|918382.39|1115.24
5211|54|4|17|10|3|501406.08|-1906.19
49191|1276|1|8|25|3|351761.98|314.26
50979|182|3|99|37|2|208468.17|3842.87
13768|530|3|57|12|2|263608.77|-500.89
5417|1253|5|91|23|3|277588.87|6350.11
42206|379|1|17|21|2|551105.85|3478.11
7323|1760|3|55|13|1|400874.18|-230.73
10141|1431|1|37|28|2|584098.53|2044.66
91305|378|1|57|9|3|33556.85|9473.2
10053|1788|3|56|13|1|371649.3|10190.46
61919|1553|2|71|37|2|477956.91|2878.95
57122|532|2|53|21|3|891554.61|5885.06
375|297|1|6|25|3|572484.38|14249.59
7985|1658|5|69|9|1|184126.76|6451.99
70218|168|2|88|34|1|255994.22|-3431.43
30181|1672|5|52|49|2|163088.12|2580.7
13785|96|1|57|15|3|473825.58|6728.96
61148|1647|3|74|41|2|481398.93|-1714.01
34621|443|2|99|30|3|9113.6|-2482.13
10678|891|2|24|41|1|786857.54|2714.29
28004|1018|5|91|46|1|702153.54|3987.25
30526|460|2|2|18|2|691925.63|11191.26
20976|1507|4|83|48|2|772952.24|-218.69
454|1|1|99|37|3|528347.92|9252.89
68768|230|2|75|8|1|907977.81|651.44
50472|606|3|86|41|2|373296.79|4033.67
36671|783|1|97|13|2|36288.04|-4400.19
7007|850|5|90|1|2|963061.92|-4981.83
37229|736|3|27|17|1|726831.01|12585.83
30638|370|5|88|13|1|412015.43|3476.22
78327|722|3|77|8|1|54233.24|7275.35
9180|1746|3|33|24|1|856469.61|937.31
57673|580|2|39|22|3|29150.13|6839.74
81985|1316|3|30|14|3|507988.33|9817.64
19107|669|2|76|3|1|854451.27|5965.41
55436|1477|4|73|2|1|263668.86|1230.46
59931|739|2|27|8|2|981424.17|-3454.28
82432|240|3|38|35|1|435815.02|-936.96
64037|504|3|61|40|2|597662.31|5869.34
11188|1233|5|59|20|3|68867.02|2741.51
10287|1660|5|62|43|2|199446.35|14805.66
40052|292|3|1|40|1|475604.42|8683.87
48184|1279|4|29|9|1|178102.69|10797.93
96516|1560|3|39|41|3|999091.08|2732.39
35178|368|2|69|46|2|965697.59|6177.95
71590|808|2|74|48|3|955044.46|10564.65
48952|1398|2|59|16|2|199091.8|2550.29
28396|11|4|41|47|2|204385.55|9032.49
35217|969|3|53|11|2|682170.76|9706.16
71044|1111|3|41|22|1|221268.37|9474.49
27489|795|2|39|7|3|665545.3|952.94
49967|1195|1|36|15|1|968213.49|13797.56
13327|1468|3|56|26|2|590616.67|8848.36
425|204|2|44|47|2|369436.22|2119.23
10137|352|3|96|32|3|416448.49|12238.35
32595|15|5|45|15|3|303300.9|-3068.04
88748|1733|1|8|32|3|456091.93|8858.67
17982|934|3|62|33|3|168418.87|-4915.74
12758|1633|1|37|46|2|343147.94|-1326.46
1520|1299|3|11|49|2|328295.63|14772.88
78245|307|3|28|8|1|65857.18|1665.33
67204|776|5|54|35|2|380507.37|13543.56
98268|979|3|81|43|3|739557.8|8147.0
16565|1760|2|61|46|2|885605.03|14370.82
27509|726|5|49|12|1|115934.84|9601.71
61864|1349|3|16|2|1|42641.64|9286.22
16311|1149|5|60|13|1|186327.66|12521.37
87223|643|1|85|49|1|754794.01|-4472.15
52922|676|2|30|36|1|115733.8|6055.92
48861|229|1|62|2|1|357039.92|-4161.87
3069|1798|1|80|12|2|479598.54|10625.79
69045|119|4|58|50|3|222885.26|14646.46
36117|1438|2|62|11|3|450974.25|6126.1
2037|856|4|87|30|1|664363.92|12464.26
91842|83|1|37|40|2|459648.66|-3392.04
21380|1799|1|56|29|2|353486.63|3801.93
67407|1658|4|41|39|3|466799.75|6106.71
66718|584|4|48|44|1|743651.46|7775.51
26832|800|5|88|27|1|235466.6|6378.17
28100|899|5|66|15|1|297338.51|12679.43
18298|472|4|75|36|1|929549.94|-291.96
47152|786|4|19|21|1|973827.71|13272.35
45538|1125|2|59|43|1|78773.26|-4348.39
38072|435|4|88|34|3|152393.73|8813.95
27965|247|1|9|20|2|96888.81|12998.67
50739|1642|3|29|12|1|431838.48|9666.41
15161|1163|3|1|49|3|220076.49|185.57
70080|1173|3|83|12|1|938781.18|10630.06
13072|1307|5|54|17|1|428588.06|13295.74
1664|589|4|53|8|3|110140.89|-3185.25
20993|381|4|86|9|1|818270.2|13814.7
84700|1559|2|35|24|3|683074.64|11842.64
74933|1381|5|72|33|3|982379.0|6009.38
24480|1249|1|55|10|2|368455.49|4977.41
61813|1148|4|8|25|2|56679.66|-4426.14
7651|710|5|95|26|2|7612.54|4101.67
76215|910|1|91|47|2|553378.99|12945.79
58230|1330|3|83|34|3|833005.9|7996.2
71568|1324|2|52|2|1|434904.08|-3183.28
39351|1384|1|66|31|2|920417.42|-4480.32
54637|581|4|80|11|2|679698.38|8636.4
71571|268|4|86|9|2|401194.12|4063.5
89787|170|2|27|26|2|339056.59|2818.54
78826|1129|5|24|13|1|635169.5|4333.55
54992|1460|1|54|31|3|522370.15|12512.88
49126|873|2|33|33|2|852399.13|2877.48
22160|373|5|63|41|2|504340.11|330.09
90420|276|4|65|49|3|597678.94|-2064.4
51726|142|3|19|12|2|715825.77|-3027.47
78570|710|4|44|37|3|628061.12|-850.99
77225|1174|3|93|6|1|891579.87|1971.01
63486|1476|2|77|44|2|254762.86|8684.39
17204|950|3|1|9|3|672905.42|-3049.02
16122|445|1|95|41|1|723703.88|14551.91
86604|1109|4|53|5|2|10428.31|4706.87
9410|1630|5|58|49|3|746238.26|5601.93
36830|404|4|35|36|2|122870.81|13994.96
10415|957|2|22|48|1|434883.18|5941.52
78809|1705|2|13|22|1|66826.84|-4634.61
96727|937|3|54|25|2|471874.72|14981.49
97832|848|4|58|34|2|685926.93|10437.3
28746|1362|3|90|48|3|384437.93|10897.06
65962|13|5|13|23|3|634965.16|-290.0
14864|205|1|98|33|2|821960.5|1459.18
36782|575|1|17|6|3|3906.3|6964.45
51077|489|5|86|49|1|648655.42|-3914.16
90061|1763|3|35|40|1|152316.08|14855.95
44666|584|1|29|33|2|176872.93|-2374.48
45100|19|1|40|12|1|595420.42|3927.21
77715|614|5|62|49|3|530479.87|-4901.03
25256|1658|5|21|16|2|406194.64|362.51
21384|1617|5|5|23|3|915105.37|12825.33
22483|182|4|44|36|1|346621.27|-75.99
28767|451|5|19|25|3|176616.21|4440.49
47484|1162|1|20|24|2|742374.77|7145.8
46698|848|4|94|34|2|93495.54|14940.25
74011|662|4|40|31|3|413414.18|8047.58
18149|307|1|5|20|3|799661.49|-4673.16
39347|1276|4|98|12|1|851577.38|7778.73
70736|63|1|1|1|3|344083.52|-3315.57
3747|1078|5|13|15|1|482982.78|-928.04
60161|216|1|95|33|3|775476.31|9577.05
14898|1692|5|83|11|3|970155.84|10860.6
42506|66|4|2|20|1|648675.2|12315.93
93081|1453|4|14|33|1|562682.31|3263.11
67745|1070|4|29|23|1|656752.33|9598.57
1180|285|5|8|43|3|812271.8|-1725.47
51133|616|3|65|50|3|202680.68|5455.07
31191|1559|4|84|47|1|566364.02|8242.03
8893|827|5|46|34|1|934645.54|-1421.22
72343|933|5|40|19|1|148012.41|10227.8
90310|1030|5|72|36|3|241023.44|13772.58
59731|976|4|49|28|1|543816.93|-4632.37
89685|378|1|3|18|2|937325.18|-776.48
52151|1117|2|74|6|2|363902.81|-3722.18
97328|21|1|98|42|2|368282.36|6304.84
89897|391|3|47|34|2|686664.36|4652.37
67926|204|3|97|31|1|862489.48|11181.22
28990|1543|4|52|3|1|172159.68|2919.4
6977|231|1|31|12|3|310702.19|10534.64
46008|1784|2|57|10|2|777456.31|-1295.45
85200|331|3|66|18|2|915935.99|7538.53
15639|1332|2|76|42|2|172903.02|6187.21
94647|1240|3|47|13|1|807563.88|11002.81
69294|1586|1|29|27|2|76961.81|3238.41
91613|1695|1|44|43|1|628654.44|2063.07
48919|586|4|67|35|3|214490.56|-4234.03
62784|657|1|3|45|3|145471.92|4660.93
29446|519|5|94|47|3|152324.47|-4155.41
91543|619|2|70|42|1|325795.23|2723.87
76481|1732|5|2|45|3|712702.0|14421.01
47815|228|4|80|3|2|468552.98|3636.36
18599|1218|2|19|7|2|179648.48|3514.78
87351|520|3|82|29|1|143646.73|4119.26
75596|894|3|34|31|1|411289.11|546.08
36350|1606|3|91|39|1|798324.87|14669.33
24053|1769|2|24|25|3|637514.41|-1592.92
54272|1360|2|49|25|3|543263.52|7617.26
88299|862|2|18|5|1|163490.12|-2565.33
70066|643|4|9|34|3|592783.42|14654.96
67160|1443|2|27|24|2|762539.25|6631.7
95654|1417|4|72|1|3|202976.17|14177.15
42265|1606|4|70|39|1|691955.61|12201.54
88643|773|1|20|31|1|608576.51|1835.72
63217|974|3|3|28|1|628761.11|1375.22
47035|1491|3|75|12|3|998168.86|-459.69
81219|1650|5|33|37|2|327268.34|-4888.11
58456|1521|1|54|16|2|994474.0|7689.55
12074|1328|1|49|13|3|935133.13|4117.25
93119|1024|5|43|25|1|325869.66|5034.35
44810|349|5|27|25|3|608729.42|-3442.47
23313|414|5|35|32|3|794547.03|8892.85
95086|1669|3|65|42|3|896911.51|14500.04
62835|1036|2|75|41|1|389374.85|7535.17
34071|1667|2|71|46|2|343097.68|-3856.79
28529|1716|3|38|5|1|743029.75|4825.15
62144|783|2|66|10|2|295622.77|14141.43
31296|421|5|38|5|1|900343.48|705.93
48069|101|2|34|24|3|729428.01|4458.91
93464|1221|1|84|20|1|629230.52|-1790.94
47252|801|1|88|32|3|369037.31|2456.81
78124|36|3|18|1|3|6122.32|-802.64
24291|144|5|83|47|2|386700.83|1288.35
93036|1725|3|6|45|3|731308.87|12526.35
99556|425|3|59|33|1|782538.2|-338.07
54144|1589|4|51|7|1|43223.83|14552.67
84194|1799|3|56|44|3|132099.82|6102.71
45948|774|5|79|24|1|548391.56|8465.28
58664|1050|1|41|32|1|138478.58|2689.34
88102|92|2|84|3|1|887153.07|3754.41
826|625|5|99|18|1|904420.85|5539.16
18716|1268|1|38|3|2|829900.89|12493.21
55113|1446|1|94|11|3|107041.24|7833.56
3234|1412|5|38|28|3|955203.7|9369.08
58084|1810|5|73|31|1|59465.06|5004.01
51946|384|4|58|49|1|577103.0|1345.28
12122|485|2|82|44|1|172292.47|9077.47
29157|345|1|78|21|2|279531.83|5683.29
77539|222|5|56|43|2|269346.36|5847.24
23720|11|2|43|25|1|850293.67|-2254.9
69843|1393|1|37|22|3|34195.11|-3068.16
47593|1559|2|93|15|3|38810.82|1568.11
98213|1242|2|17|4|1|230313.65|1279.39
59629|1499|4|33|8|1|178447.24|12905.55
79487|678|3|20|40|1|584278.87|14507.09
67510|933|3|12|12|3|34385.7|3564.25
97580|244|3|38|28|3|142123.14|-3198.42
45262|201|1|78|2|1|344018.36|-4574.62
26399|1548|5|22|44|1|332571.1|-3108.1
6035|790|4|13|9|2|58967.35|10989.65
38327|1589|1|64|32|1|815609.45|2788.41
80910|4|1|83|37|1|317017.44|9900.18
49207|258|3|37|7|1|537408.99|239.3
60976|1112|2|7|44|2|76349.27|5165.84
20903|1191|1|25|7|1|195471.8|1336.71
18575|335|2|17|13|2|234775.28|-2565.15
56906|212|4|38|45|1|310487.31|6477.92
42212|75|5|64|34|2|491999.66|9034.02
95091|429|5|29|7|3|765425.08|2595.75
43130|865|3|49|8|2|604997.44|4448.91
49167|345|5|66|2|1|928242.05|-1136.42
69071|861|1|16|50|1|473919.88|33.56
52003|1213|1|79|39|1|607288.29|-2478.28
48055|685|2|94|47|1|820493.51|14333.03
5674|1261|2|75|21|2|331334.95|808.43
18476|1281|2|68|23|2|704438.83|7567.75
80605|154|4|14|47|3|20824.73|3870.29
54475|32|3|87|44|3|753379.58|14643.51
6133|219|4|28|4|1|130066.07|13043.09
70916|16|4|76|4|1|862815.4|4662.08
68613|1008|2|84|9|1|713624.5|3032.34
53127|332|5|72|3|3|139365.09|10875.6
33357|190|3|62|18|2|34193.33|1289.28
42528|645|1|57|20|3|213509.79|1958.66
2127|491|5|80|5|3|857414.6|922.94
30167|1085|3|79|22|3|865955.31|8148.33
78193|1512|5|70|42|3|77618.68|13165.26
81303|1721|1|83|29|3|200184.11|14262.26
46516|42|1|57|10|3|703472.75|14723.92
82267|1775|2|47|22|2|554544.31|-4185.04
44909|89|2|63|19|2|656783.25|-298.65
13461|306|2|17|31|3|831910.74|706.1
23902|442|1|73|50|3|354731.74|-2177.83
29080|1168|5|80|13|1|13072.84|10991.0
93579|977|5|79|15|2|729245.54|6221.83
99360|925|5|12|9|3|263451.74|500.71
42042|1766|4|49|39|3|463682.95|14005.71
67427|1602|4|94|22|2|363887.99|4876.44
58567|766|1|51|26|1|15292.55|14628.94
83322|1218|3|72|48|1|581214.41|4843.68
2942|801|4|28|40|2|329628.86|14495.82
66579|1206|5|76|1|3|831873.26|-2802.92
66740|936|2|99|15|3|849610.21|6210.56
2672|1245|5|29|20|3|443160.14|10462.98
4313|9|5|57|16|1|812347.95|11978.41
51515|1666|2|9|50|3|82458.86|9569.42
96011|669|4|97|6|1|915789.55|7933.68
57269|833|2|88|39|2|748735.79|12445.01
60204|1125|1|73|18|3|877009.0|753.3
91253|1730|1|98|1|1|942415.26|-1272.93
37517|762|5|63|33|2|809615.69|757.79
10672|1725|4|66|40|2|800366.94|5813.95
92236|211|2|7|5|3|814647.53|551.55
59831|1482|3|4|1|1|435636.71|1052.25
48685|736|4|36|22|3|919480.48|2002.26
55485|160|4|57|20|1|779221.84|5438.12
67273|1411|1|63|9|3|698325.96|13716.36
83269|283|2|28|44|3|742281.98|-1258.08
44482|627|3|72|43|2|523715.25|-3078.89
80138|1705|1|34|49|2|497841.98|1126.43
40649|1545|3|73|43|2|1551.58|14243.48
37923|1512|4|43|25|1|716842.23|4326.52
34198|311|5|97|14|2|843903.8|-3774.73
57031|303|1|75|19|1|837261.97|917.04
38181|1048|2|96|50|2|54171.33|8324.62
59815|502|1|18|3|1|517276.19|-1503.63
4132|539|3|47|25|3|277529.26|-3355.53
97716|1097|1|29|17|2|967051.8|8080.62
23547|1745|3|82|32|2|116117.82|13140.46
79642|1587|5|45|1|2|276728.44|3905.35
47328|204|5|93|30|2|362270.45|-1703.25
42529|1419|3|2|50|2|946042.59|6671.42
21491|615|2|41|22|3|610269.42|-1772.5
31076|1824|4|55|14|3|219834.16|3978.84
144|983|3|88|47|1|198312.27|-3641.01
97506|30|2|92|11|3|632753.74|13179.97
70082|1668|4|2|50|2|165500.0|13191.76
9188|556|2|14|31|1|29003.57|-2162.27
30505|1497|5|38|26|2|261811.6|6970.81
16842|826|4|14|46|2|262750.81|2612.75
18856|1578|2|1|49|2|665704.5|2981.85
81036|776|2|26|37|1|835942.4|-94.85
98265|607|1|21|44|3|751899.93|-3611.87
8797|1158|2|52|5|1|923629.74|4544.2
95834|550|2|27|25|2|640672.47|641.73
35061|89|1|15|25|1|740547.45|8841.51
75487|822|3|92|11|3|756502.16|8737.01
34784|1371|1|11|31|1|933024.37|11122.13
2872|1337|2|68|1|2|273759.11|13899.1
81265|990|4|6|1|2|425039.85|-4056.54
40918|422|3|21|1|3|519227.14|14165.21
31371|430|5|23|48|2|494437.04|-3760.56
74337|1137|3|52|34|1|248928.78|-1126.76
32084|164|3|47|46|1|599318.08|5806.27
40451|71|5|24|29|2|286430.71|5444.84
99375|590|4|37|14|2|20400.76|11378.37
99450|1711|5|28|31|1|351460.01|-1114.31
98402|1081|5|22|40|3|867228.13|-2875.54
17926|1671|4|23|18|2|359581.35|1131.57
4376|311|4|12|15|2|294701.73|9235.88
38040|957|2|69|48|2|733608.99|14410.79
92511|1465|4|74|34|1|489629.11|4966.78
4934|301|3|75|17|1|948828.2|4924.56
30042|1822|5|53|46|2|24362.52|6549.65
84800|558|2|76|17|1|184040.91|10830.31
54923|1718|2|91|9|1|75776.35|9680.56
41917|1743|2|85|6|1|956635.77|-623.05
33129|822|2|7|2|1|534741.45|-1509.53
90467|1466|2|42|31|1|130315.75|1396.77
78198|1210|1|61|26|3|54455.62|-3800.06
37965|707|5|22|20|2|765413.63|11440.01
76588|682|5|84|28|3|106479.01|-4613.97
86235|675|1|58|5|2|941813.62|-1463.27
61193|969|1|5|28|2|968168.54|5261.22
77933|5|2|51|24|1|589477.02|-1147.63
74300|1398|4|55|32|2|954316.7|14012.4
33914|1795|4|74|37|2|354542.59|2609.93
81879|653|1|49|43|1|14941.79|6064.11
8024|300|2|84|43|3|621868.23|-2396.61
33301|1539|5|38|4|2|849415.92|8735.52
38314|1723|4|31|5|1|11238.89|2492.28
53846|607|4|2|1|2|98467.63|14206.42
40311|84|1|33|16|2|281694.89|13289.33
58620|1641|1|90|3|3|461146.12|7912.39
20906|838|3|28|33|3|542374.46|4747.92
1059|334|1|82|17|2|839440.56|-547.6
15423|1196|1|96|13|3|903229.04|11224.89
75547|597|3|86|49|3|766344.11|8292.36
53477|360|5|81|25|1|786663.75|-2640.43
95461|193|1|83|16|3|466154.12|13758.27
67709|9|4|6|15|2|450970.52|14660.83
40056|1181|2|63|30|2|760840.56|-2334.34
62490|1793|1|75|8|2|666638.56|-3786.46
18334|1626|1|84|8|1|502276.91|-2885.36
98604|805|1|79|41|2|565808.88|-3811.15
64155|332|5|85|36|1|197701.95|3228.28
52129|1292|5|77|41|3|35183.93|2555.04
77161|170|4|36|35|2|334699.3|6766.77
20450|1707|2|32|47|1|719005.61|14310.53
30143|950|3|49|17|2|473006.36|746.35
39281|788|1|2|28|2|564743.66|-4016.16
63640|751|2|7|15|2|692441.27|13997.53
11065|1348|1|15|50|3|778747.84|-4389.24
83442|555|3|39|21|3|93784.35|4860.07
41135|794|5|71|9|3|63704.99|-2774.77
22356|1109|4|90|7|3|975999.46|7389.49
66673|603|4|72|13|3|159302.45|-1768.21
21804|399|4|60|40|2|64442.62|9274.98
42067|1815|2|80|12|3|612350.24|7242.37
36281|1365|3|16|33|1|9260.11|10512.51
18918|1633|1|72|30|2|708945.35|-457.37
18164|1092|4|30|1|1|946515.32|-430.44
35213|336|1|18|9|3|906530.02|7096.66
58731|1729|2|38|22|1|69061.83|-3884.12
10379|494|2|96|33|3|85193.71|3404.92
23871|1340|5|84|49|3|343743.23|-2152.46
632|534|4|73|41|2|864923.6|-1868.13
52443|807|4|23|3|1|544984.08|8485.71
42044|400|1|24|39|2|189592.26|4583.85
81590|146|4|7|10|2|639947.07|-3369.0
96606|211|5|56|21|3|299667.75|-170.68
79748|1630|2|94|36|2|163432.12|14423.28
41781|67|2|100|24|2|752846.71|9562.95
25988|246|2|7|46|3|271645.55|8160.75
346|474|3|79|26|1|425208.58|-1409.91
623|1457|4|97|20|2|528736.64|129.79
10212|1026|4|59|43|2|446104.81|8848.6
9178|1522|4|5|3|2|406220.38|13800.55
64810|41|4|51|34|1|528768.38|4003.7
68904|702|3|68|31|2|863065.53|13618.35
20370|1254|2|59|27|2|598577.65|5361.36
61711|457|4|32|42|2|603884.98|6252.63
76925|952|3|44|34|1|6315.88|-4291.29
23857|1535|2|45|24|3|581353.85|-1091.03
63499|1531|2|17|25|3|317258.5|4502.01
36905|250|2|17|14|3|44409.19|10358.54
37459|1035|5|44|42|1|874607.75|-1244.72
29719|1800|1|3|36|2|203194.18|-1374.46
91047|1134|1|26|43|2|984957.34|14812.36
2456|308|3|30|50|2|457211.56|12402.2
94398|225|4|30|48|1|491551.2|5026.52
25027|1265|2|85|39|1|866675.73|1248.32
10074|1|4|87|39|3|645978.61|7513.73
88112|1123|3|64|13|1|305625.89|10917.1
52955|1198|1|93|32|1|208575.34|-2525.26
89421|1218|3|42|14|1|504493.49|2055.82
90644|954|5|62|13|3|808946.61|4358.33
13807|537|3|84|23|3|456333.82|2353.55
65527|214|3|34|32|2|861252.27|6569.87
19657|437|1|25|46|1|233803.82|6215.15
39742|1077|4|64|45|3|783093.13|171.27
35232|1174|1|2|16|1|846223.68|1375.98
2902|416|1|33|26|1|37258.79|3605.77
84908|1743|1|37|25|2|296192.56|-7.11
2871|1095|5|3|48|2|250819.88|14897.16
60395|815|5|56|41|1|948745.0|10096.98
56782|1478|3|16|12|1|608326.33|1130.37
51169|89|5|26|44|3|296844.68|-2290.17
73514|1791|2|26|3|1|399088.34|7892.73
95555|47|3|66|17|3|190207.07|3961.97
33670|1026|4|84|10|3|267087.75|11346.6
45327|852|1|11|21|3|574144.9|6001.8
23447|511|5|16|25|3|458710.29|1517.87
91644|637|4|71|13|2|710417.31|12167.9
19651|873|4|51|30|1|218035.35|5280.9
33572|1328|1|38|9|1|863985.24|850.34
2631|384|4|100|27|3|704710.84|2491.72
30796|928|2|22|2|1|845602.17|11220.57
51652|65|1|86|29|1|441360.09|10741.76
3054|1682|1|12|1|1|91225.4|12330.28
19899|712|3|38|19|1|838203.46|6294.61
4973|235|2|32|18|2|535104.13|-1676.35
27129|1637|3|100|23|2|533289.04|7476.63
5559|161|3|67|26|1|77405.4|1241.81
88193|1267|2|12|33|3|78565.8|9325.96
32553|1298|4|77|2|2|830326.56|9420.77
5233|745|5|46|2|1|471647.2|-2439.68
64984|813|4|77|40|2|617918.17|7768.62
65876|262|3|71|7|3|696166.35|5678.75
6925|558|2|40|16|1|430362.76|13969.61
95111|1018|5|76|26|3|592044.88|13085.39
19253|96|2|46|11|2|749420.9|-2883.54
84405|1100|3|34|23|2|56914.21|-3442.35
13789|845|3|68|14|2|813916.29|-3489.42
9471|1270|1|38|23|2|507439.07|-4033.12
94574|1048|5|24|7|2|594974.3|-4435.35
18849|925|5|18|45|2|353706.65|1448.18
31929|975|3|30|17|3|459665.34|-3852.44
76265|1814|3|88|42|3|172466.07|10168.58
98879|805|3|46|42|2|182417.44|132.96
55402|1222|5|57|8|3|535063.94|10202.56
13505|1238|3|8|44|2|277802.89|4698.75
14962|1813|1|46|41|3|687922.59|-2841.46
24898|251|1|100|44|3|399390.52|4727.41
25460|1462|1|12|36|3|238955.66|12524.53
3087|627|3|20|23|1|16470.9|4413.98
65916|714|1|95|11|2|740137.06|-498.91
85956|383|3|1|49|3|139412.9|13513.45
26748|167|4|2|46|3|70546.78|2249.13
80340|882|4|57|40|3|359832.63|-936.46
61663|1297|1|83|46|3|654305.82|-1707.22
20555|1112|5|4|41|3|334604.06|-808.31
68321|1038|1|99|2|3|826245.41|12267.69
89402|3|4|84|30|2|980472.27|4535.36
31861|341|5|68|28|3|655630.3|12256.26
12222|486|3|97|8|1|777207.03|8824.34
9980|195|3|38|41|2|928981.21|3949.29
3788|240|2|95|46|1|377738.33|12655.08
85881|1355|5|88|8|3|687610.22|14166.57
48677|811|2|66|43|1|966674.05|4171.85
5140|297|5|58|23|1|73919.11|-3741.09
95623|756|1|53|40|2|448705.52|13328.32
92081|206|2|60|34|1|8638.53|2722.98
34868|327|2|97|8|2|760752.59|14866.46
2779|845|3|32|10|2|985778.75|6568.6
23120|1133|2|90|29|2|6243.14|9793.22
25012|1049|1|45|10|1|319991.82|14927.61
92272|1364|3|81|11|1|444836.93|672.18
67001|1132|5|52|31|3|219387.8|1305.77
15533|271|2|48|39|1|172032.43|479.27
72692|1225|2|16|39|1|618349.9|-964.3
42319|1778|4|96|42|3|793357.19|4438.1
81244|507|5|77|24|1|717910.49|13504.31
35097|708|1|92|17|3|243387.7|2337.72
29568|707|2|94|13|3|388432.67|-120.01
58064|111|5|36|31|2|649115.79|10594.16
19013|853|1|44|38|3|175305.03|-3314.22
34291|1195|3|21|4|2|621026.01|1832.57
85693|1510|5|54|39|1|584459.1|12743.37
46683|308|2|95|3|1|21220.64|5465.27
20244|1509|1|53|15|2|623385.77|-1941.49
59271|663|1|24|21|1|989294.84|2785.81
78842|558|5|13|6|1|409266.08|4125.04
54306|1393|2|11|20|3|246493.19|13129.89
3315|1322|4|81|2|1|643984.8|-4613.89
85389|1652|5|94|15|3|776623.52|-2864.62
82366|256|3|63|46|1|238399.67|3667.98
40599|1282|4|50|13|1|181528.5|14645.09
18904|378|2|75|50|2|63756.9|-36.46
75636|835|4|98|34|3|916213.28|14693.65
15727|1384|4|9|49|3|391371.02|3192.22
44858|1129|3|49|45|3|366505.57|-3046.02
75000|560|2|40|28|1|882322.78|10954.79
58121|267|4|65|3|3|873312.63|-1147.76
49968|415|2|32|17|2|953938.23|-1560.09
